city,date,fare,ride_id
South Karenland,26-02-2019 20:40,35.61,8.41397E+12
Johnton,29-04-2019 07:50,17.89,1.26625E+12
Justinberg,24-01-2019 19:32,38.79,1.68719E+12
Grahamburgh,02-02-2019 03:52,22.53,6.58308E+12
North Markport,17-01-2019 11:37,8.68,9.30356E+11
Port Samanthamouth,01-01-2019 21:04,11.71,1.84966E+12
West Angela,11-04-2019 06:59,29.06,7.13854E+11
Port David,03-03-2019 11:38,13.41,6.41354E+12
Christopherfurt,23-02-2019 08:31,15.61,8.29529E+12
Lake Scottton,27-02-2019 07:09,9.43,8.16781E+12
Valentineton,03-01-2019 05:56,37.4,4.18129E+12
Jerryton,19-02-2019 13:59,21.27,2.52355E+12
Reynoldsfurt,21-03-2019 17:25,11.97,9.40611E+12
Hurleymouth,24-02-2019 15:39,8.33,2.05179E+12
South Latoya,13-03-2019 01:15,16.01,2.75506E+12
North Jasmine,21-03-2019 18:31,39.02,7.92553E+12
Richardfort,16-03-2019 23:00,21.39,2.37473E+11
Roberthaven,03-05-2019 05:43,42.15,2.59337E+12
South Michelleport,05-01-2019 05:57,39.9,6.10707E+12
Port Johnbury,15-01-2019 18:45,40.32,2.121E+12
Loganberg,31-01-2019 15:03,20.36,1.81676E+12
Robertport,30-04-2019 23:36,14.81,1.46874E+12
South Michelleport,27-02-2019 02:00,10.4,6.4751E+12
New Jacobville,03-03-2019 05:28,41.39,3.09155E+12
Martinezhaven,12-04-2019 06:49,11.55,9.3063E+12
West Gabriel,08-04-2019 21:34,13.31,8.62991E+12
South Jack,10-04-2019 01:23,29.97,6.13496E+12
New Paulville,05-01-2019 08:35,21.57,3.71314E+12
Royland,11-01-2019 09:50,18.42,5.57837E+12
Roberthaven,15-01-2019 21:25,30.42,5.91251E+12
Justinberg,12-03-2019 16:33,24.41,3.08565E+12
West Angela,21-02-2019 08:28,40.55,1.8321E+12
North Madeline,30-01-2019 18:20,16.5,8.65191E+12
Port Angela,03-02-2019 06:01,6.42,9.46522E+12
North Jason,30-03-2019 06:31,12.04,6.61757E+12
West Patrickchester,18-04-2019 11:41,29.12,8.00982E+12
North Jason,27-03-2019 19:19,30.66,3.37133E+12
West Anthony,03-02-2019 18:24,19.66,2.90928E+12
Liumouth,29-04-2019 19:55,32.1,2.69675E+12
Martinezhaven,13-04-2019 19:46,40.2,8.8566E+12
West Josephberg,12-01-2019 12:45,5.77,5.09474E+12
Simpsonburgh,05-01-2019 16:36,39.44,2.52492E+11
New Paulville,05-01-2019 17:16,44.68,3.08438E+12
Christopherfurt,04-02-2019 12:11,41.12,8.0774E+11
Johnton,15-03-2019 21:16,30.27,1.60498E+12
South Jack,06-02-2019 12:17,7.71,6.33202E+12
Joneschester,28-03-2019 07:41,7.56,4.60611E+12
Lake Danielberg,23-02-2019 13:51,9.25,8.3041E+12
Port Frank,18-01-2019 11:45,19.98,4.49344E+12
Lake Jonathanshire,21-01-2019 12:12,37.25,2.96654E+12
Rogerston,07-03-2019 12:09,27.26,9.44596E+12
South Karenland,02-01-2019 21:27,19.57,7.2722E+12
West Gabriel,15-01-2019 18:25,11.71,3.84243E+12
West Gabriel,12-01-2019 16:34,31.98,2.98688E+12
Robertport,17-03-2019 22:50,14.61,8.50145E+12
West Christopherberg,03-04-2019 12:01,33.03,1.47876E+12
Lake Scottton,02-04-2019 21:10,43.2,3.92721E+12
West Christopherberg,07-02-2019 01:24,10.91,3.7308E+12
West Anthony,18-04-2019 08:11,11.2,3.22174E+12
Robertport,16-04-2019 09:48,36.11,5.88655E+12
Erikaland,27-03-2019 08:27,26.25,4.8088E+12
Williamsview,17-01-2019 04:00,32.29,7.45158E+12
West Robert,30-01-2019 11:32,43.02,7.20018E+12
Hurleymouth,06-02-2019 00:10,32.93,4.14023E+12
New Paulton,21-02-2019 02:37,27.56,3.95458E+12
Deanville,07-01-2019 19:34,21.5,9.422E+12
Karenside,12-01-2019 01:28,37.73,1.87305E+12
New Paulton,12-03-2019 13:53,38.26,79314274773
Port Samanthamouth,09-04-2019 20:55,24.99,6.74323E+12
South Phillip,03-05-2019 11:43,8.3,8.58023E+12
Lake Danielberg,06-02-2019 04:11,29.96,2.332E+12
Martinezhaven,06-02-2019 10:58,40.29,4.66519E+12
Pattyland,12-04-2019 11:58,28.65,6.92423E+12
Port Johnbury,05-02-2019 16:04,7.44,3.00833E+12
Richardfort,22-03-2019 04:41,16.35,5.93424E+12
Valentineton,17-02-2019 19:23,37.19,5.02045E+12
Rodneyfort,19-04-2019 09:46,35.79,9.9172E+12
West Christopherberg,19-04-2019 04:53,22.86,9.74885E+12
Valentineton,08-03-2019 07:57,43.59,5.85967E+12
New Jacobville,21-02-2019 08:59,40.05,3.01798E+12
Joneschester,05-05-2019 02:00,21.74,2.72918E+12
Johnton,14-01-2019 10:53,19.68,8.53436E+12
West Heidi,29-01-2019 08:17,38.68,4.81894E+12
West Christopherberg,11-04-2019 14:46,4.88,7.74085E+12
West Angela,17-03-2019 09:42,23.45,7.76633E+12
South Evanton,09-01-2019 15:10,40.73,6.52965E+12
West Gabriel,23-01-2019 05:22,40.17,9.15793E+12
Carriemouth,05-04-2019 02:03,38.17,8.1612E+12
West Ericstad,18-03-2019 15:28,23.62,6.20924E+12
North Jasmine,22-04-2019 15:53,6.49,1.61729E+12
Martinezhaven,30-04-2019 00:42,36.07,1.51773E+12
West Gabriel,17-02-2019 07:39,17.03,4.38581E+12
Liumouth,06-03-2019 04:42,37.4,6.02124E+11
Roberthaven,02-05-2019 21:36,21.8,3.45671E+12
West Angela,21-02-2019 12:29,27.68,7.91846E+11
West Robert,01-02-2019 11:37,30.94,2.18488E+11
Carriemouth,27-04-2019 20:41,8.28,4.51752E+11
North Jason,08-01-2019 23:32,10.74,1.77736E+12
West Angela,13-04-2019 21:50,28.75,3.69751E+12
Reynoldsfurt,03-02-2019 10:14,6.34,5.56069E+12
Lake Jonathanshire,11-04-2019 21:32,22.48,3.50546E+12
New Kimberlyborough,05-02-2019 11:23,18.02,3.97912E+12
Jerryton,23-03-2019 08:27,37.89,4.27522E+12
Joneschester,04-03-2019 18:00,41.65,9.83027E+12
Lake Jonathanshire,16-02-2019 01:49,17.58,3.64178E+12
Richardfort,03-01-2019 01:06,5.32,3.26884E+12
Deanville,29-01-2019 21:11,25.39,9.62339E+12
Richardfort,29-03-2019 15:16,37.76,4.80269E+12
Royland,23-03-2019 12:21,13.7,8.50573E+12
Jerryton,20-04-2019 18:57,29.84,8.12967E+12
Lake Jonathanshire,17-01-2019 13:15,28.42,6.54422E+12
Karenberg,24-04-2019 12:57,34.67,6.99554E+12
Joneschester,17-02-2019 10:04,10.52,3.38231E+12
Rogerston,27-02-2019 03:58,27.4,6.53537E+12
North Jason,11-01-2019 05:08,19.64,6.87701E+12
Reynoldsfurt,11-04-2019 23:49,38.35,6.51789E+12
Rogerston,26-01-2019 14:42,11.13,9.1174E+12
Grahamburgh,11-03-2019 08:09,34.53,1.66809E+12
Lake Jonathanshire,21-01-2019 09:48,22.36,2.5221E+12
Lake Danielberg,05-03-2019 23:23,44.77,9.04235E+11
Liumouth,30-01-2019 08:51,22.9,2.85206E+12
West Gabriel,28-01-2019 22:22,5.58,8.43799E+12
North Jason,24-01-2019 01:46,40.15,6.72007E+12
West Robert,16-03-2019 16:27,42.89,3.37131E+12
Huntermouth,24-01-2019 17:07,42.36,2.8811E+12
Karenside,17-01-2019 12:18,11.6,2.89616E+12
Karenberg,19-02-2019 16:11,12.25,3.87193E+12
Amandaburgh,29-01-2019 23:28,41.06,4.29686E+12
West Robert,18-02-2019 11:51,44.97,3.41568E+11
Pattyland,12-01-2019 20:07,17.85,1.71752E+12
West Robert,19-02-2019 00:53,40.64,5.09E+12
Lake Jonathanshire,23-02-2019 06:10,26.63,5.37249E+12
Raymondhaven,31-03-2019 14:58,7.67,3.67767E+12
New Kimberlyborough,24-04-2019 02:21,37.73,2.21122E+12
North Jasmine,08-05-2019 07:29,18.55,5.68202E+12
Reynoldsfurt,09-02-2019 17:49,21.02,6.19709E+12
West Anthony,08-03-2019 10:33,41.3,1.15469E+12
West Christopherberg,30-01-2019 08:11,16.85,7.33726E+12
Erikaland,11-02-2019 03:01,35.89,1.69228E+12
Port Samanthamouth,02-02-2019 01:57,39.28,2.67126E+12
New Jacobville,30-04-2019 11:44,5.6,3.97572E+12
Huntermouth,27-03-2019 11:50,22.64,9.53674E+12
Joneschester,19-03-2019 01:52,42.74,4.49621E+12
Port Frank,15-01-2019 07:42,30.93,8.72614E+12
Leahton,03-03-2019 01:24,43.44,4.29092E+12
Raymondhaven,07-02-2019 16:19,38.67,8.35296E+12
South Latoya,22-04-2019 12:29,27.54,3.39138E+12
West Ericstad,04-03-2019 12:31,43.98,6.43494E+12
Liumouth,12-04-2019 02:27,10.53,8.95452E+12
Port Johnbury,25-04-2019 00:15,10.26,2.97708E+12
Robertport,18-04-2019 06:58,24.48,4.26763E+12
South Michelleport,27-04-2019 11:18,27.89,3.55231E+11
Grahamburgh,16-02-2019 12:22,30.23,5.12414E+12
Liumouth,02-04-2019 16:53,25.56,9.54429E+12
Grahamburgh,10-04-2019 01:16,37.67,1.44887E+12
Rogerston,03-02-2019 21:09,4.41,1.71871E+12
New Paulville,21-01-2019 20:51,33.47,8.22124E+12
Liumouth,28-02-2019 15:20,30.3,2.08181E+12
Port Frank,06-02-2019 03:34,34.86,3.93596E+12
Loganberg,21-02-2019 18:53,36.21,8.54227E+12
Karenside,21-03-2019 23:26,26.69,7.72892E+12
West Angela,14-04-2019 12:28,39.95,7.95004E+12
West Josephberg,31-01-2019 13:24,38.28,4.1956E+12
West Samuelburgh,22-02-2019 18:15,7.13,2.71785E+12
Lake Danielberg,06-02-2019 19:59,30.31,3.3967E+12
Johnton,31-01-2019 11:17,23.36,3.67134E+12
West Ericstad,21-01-2019 12:14,8.07,7.50604E+12
Lake Scottton,18-04-2019 23:06,4.36,5.84381E+12
North Jasmine,17-04-2019 10:37,11.76,4.45094E+12
North Jason,15-04-2019 17:35,42.29,5.00803E+12
North Jason,04-03-2019 10:14,38.49,3.33803E+12
Lake Danielberg,17-02-2019 05:30,11.7,4.87433E+12
Christopherfurt,04-04-2019 01:11,24.47,5.71641E+11
Port Johnbury,04-01-2019 02:56,32.75,1.73729E+12
Port Angela,04-05-2019 09:50,21.62,6.30251E+12
Port Frank,28-04-2019 09:03,15,7.32119E+12
North Barbara,08-01-2019 05:21,25.84,3.50517E+12
North Jason,14-04-2019 19:46,8.05,7.83372E+12
Barajasview,12-01-2019 23:20,21.64,3.01003E+12
North Jasmine,13-01-2019 16:18,16.92,5.89668E+12
South Karenland,25-04-2019 05:20,36.71,7.08537E+12
West Gabriel,20-02-2019 09:30,28.13,7.46721E+12
Carriemouth,25-03-2019 21:25,26.4,4.29352E+12
Huntermouth,17-03-2019 15:43,30.31,6.90976E+12
Valentineton,12-01-2019 05:52,42.31,5.90146E+12
East Kaylahaven,29-01-2019 06:40,26.79,5.03819E+12
Lake Danielberg,12-04-2019 05:18,41.45,5.3387E+12
West Robert,15-01-2019 08:14,33.91,2.16116E+12
Williamsstad,04-04-2019 06:55,31.52,7.78427E+11
Port David,22-04-2019 23:30,30.03,7.35559E+12
Karenside,03-03-2019 18:15,19.19,1.72349E+12
Valentineton,16-03-2019 23:59,5.23,7.40781E+12
New Kimberlyborough,03-04-2019 03:36,43.07,5.60378E+12
New Jacobville,20-04-2019 05:31,13.35,9.25917E+12
Joneschester,13-04-2019 18:44,27.36,7.53038E+12
Joneschester,20-04-2019 09:40,30.12,8.9725E+12
Jerryton,24-03-2019 12:17,31.47,5.42425E+12
Grahamburgh,03-01-2019 15:37,17.61,7.87723E+12
Royland,18-01-2019 00:03,32.11,4.54884E+12
West Robert,10-03-2019 20:00,6.74,6.67518E+12
Karenside,19-02-2019 20:56,17.41,1.21725E+12
Williamsview,18-04-2019 02:07,39.79,8.74553E+12
Simpsonburgh,03-03-2019 08:45,7.63,4.17678E+12
West Angela,07-05-2019 01:03,12.35,2.05051E+12
West Heidi,15-01-2019 11:49,21.44,83498621902
Leahton,13-03-2019 09:17,36.79,6.21413E+12
Reynoldsfurt,14-02-2019 11:25,39.4,9.07069E+12
Christopherfurt,13-03-2019 01:47,32.05,2.78882E+12
Raymondhaven,20-03-2019 02:20,38.53,8.65826E+12
Port Johnbury,26-03-2019 07:22,7.63,8.08928E+12
West Gabriel,05-05-2019 01:24,27.57,4.42877E+12
Barronchester,27-01-2019 03:08,27.79,6.65362E+12
East Kentstad,07-04-2019 19:44,18.75,6.57596E+12
Lake Omar,17-01-2019 21:33,21.71,9.66912E+11
Myersshire,27-02-2019 17:38,17.1,5.70677E+12
West Hannah,19-04-2019 01:06,37.78,2.27305E+12
East Marymouth,29-03-2019 08:36,37.6,6.37086E+12
New Raymond,25-02-2019 21:40,20.44,5.98451E+12
Lake Robertside,11-01-2019 20:17,46.51,6.57433E+12
Josephside,30-03-2019 09:45,44.74,5.59269E+12
Brandonfort,14-01-2019 12:35,28.02,8.10026E+12
Josephside,07-02-2019 06:56,31.94,3.18569E+12
New Raymond,21-03-2019 01:45,22.12,6.03176E+12
Lewisland,14-02-2019 17:38,42.31,5.80386E+11
East Kentstad,22-01-2019 20:43,35.01,8.75087E+12
Myersshire,29-04-2019 06:08,17.99,1.1271E+12
Myersshire,10-01-2019 06:32,45.81,7.01426E+12
Lewisland,30-01-2019 15:08,32.4,5.09921E+12
West Hannah,22-03-2019 20:18,25.86,7.62491E+12
North Richardhaven,18-02-2019 10:21,41.54,4.26738E+12
New Olivia,29-03-2019 02:52,44.12,7.72447E+12
New Shannonberg,19-03-2019 08:13,25.46,3.74753E+11
Barronchester,05-05-2019 04:03,30.38,2.28152E+12
Nicolechester,09-02-2019 12:26,40.83,85473064902
New Raymond,18-03-2019 12:07,36.26,3.15141E+12
New Raymond,03-05-2019 12:23,48.56,9.49503E+12
Victoriaport,21-04-2019 15:21,12.13,3.31312E+12
South Teresa,29-01-2019 12:51,38.47,5.74618E+12
North Richardhaven,07-04-2019 00:32,36.32,5.01429E+12
East Aaronbury,19-03-2019 10:43,20.04,4.11747E+12
South Teresa,23-02-2019 04:35,46.02,4.62313E+12
Bethanyland,01-04-2019 22:04,38.71,8.22108E+12
Lake Scott,10-01-2019 11:08,37.96,8.13067E+12
East Marymouth,16-01-2019 15:44,46.2,1.18197E+12
North Jeffrey,04-02-2019 22:35,29.87,7.90957E+12
Rodriguezview,27-03-2019 19:44,49.65,8.74896E+12
Bethanyland,15-03-2019 19:42,37.09,6.24319E+12
East Kentstad,01-05-2019 17:35,39.29,1.98661E+12
Myersshire,06-01-2019 11:43,22.8,4.99304E+11
Lake Robertside,05-03-2019 11:48,29.12,4.05849E+12
Sotoville,29-03-2019 22:38,34.97,7.31396E+12
South Brenda,28-04-2019 04:21,27.86,5.85721E+12
Port Shane,09-04-2019 15:34,27.66,4.02234E+12
Lake Omar,26-03-2019 05:52,48.26,5.01409E+12
Lake Robertside,30-04-2019 20:45,22.26,2.02043E+11
Lake Robertside,18-03-2019 08:04,44.21,9.83985E+12
South Brenda,21-04-2019 03:08,17.8,3.50092E+12
North Timothy,06-04-2019 10:06,38.39,4.78127E+12
Nicolechester,10-04-2019 04:41,38.08,8.12209E+12
Port Shane,23-04-2019 16:05,42.26,8.34198E+12
New Shannonberg,20-04-2019 02:52,30.82,6.82964E+12
Veronicaberg,19-01-2019 23:24,19.28,2.35108E+12
West Hannah,09-01-2019 03:44,14.41,1.04491E+12
Port Shane,02-03-2019 12:06,14.95,2.8032E+12
Nicolechester,08-03-2019 19:51,16.35,1.0458E+12
Victoriaport,22-04-2019 12:38,16.31,6.06917E+12
New Raymond,05-01-2019 17:58,22.5,7.83289E+12
New Shannonberg,01-02-2019 04:31,34.09,8.58872E+12
East Marymouth,27-04-2019 05:31,36.11,8.30746E+12
Williamsonville,09-01-2019 23:59,48.73,6.50771E+12
East Kentstad,19-04-2019 21:05,22.42,1.13656E+12
Victoriaport,02-02-2019 19:14,25.68,8.99739E+12
New Raymond,02-01-2019 15:38,45.32,8.88111E+12
Victoriaport,02-04-2019 17:12,12.19,6.9883E+12
Barronchester,25-04-2019 19:11,36.13,2.66018E+12
Brandonfort,08-04-2019 20:02,35.64,6.10953E+12
Lewishaven,19-04-2019 01:08,21.92,7.10899E+12
Brandonfort,22-03-2019 16:17,38.66,4.74854E+12
Port Shane,26-03-2019 04:33,19.03,6.0104E+12
East Marymouth,21-03-2019 11:01,17.43,1.62134E+12
New Shannonberg,15-01-2019 12:26,35.34,7.44588E+12
New Shannonberg,05-05-2019 05:25,16.77,8.38978E+12
Lake Ann,14-02-2019 17:13,42.13,6.1924E+12
Victoriaport,14-03-2019 03:47,16.5,7.10691E+12
North Richardhaven,22-01-2019 14:55,18.45,2.62773E+12
Rodriguezview,20-04-2019 00:03,23.58,3.28996E+12
Grayville,06-04-2019 03:38,18.11,6.20377E+12
Lake Robertside,13-01-2019 18:22,28.37,5.19968E+12
West Hannah,01-02-2019 02:36,33.85,8.29656E+12
New Olivia,05-02-2019 19:25,47.15,7.73682E+12
Grayville,28-04-2019 11:40,43.22,6.01891E+12
Port Shane,15-03-2019 12:09,31.58,2.55298E+12
Myersshire,26-03-2019 11:33,28.71,2.18065E+12
Lake Ann,30-04-2019 11:42,14.56,5.47077E+12
Colemanland,20-04-2019 02:52,20.83,2.98157E+12
West Kimmouth,04-01-2019 10:24,20.69,1.68721E+12
Lake Ann,06-03-2019 08:49,13.61,1.25755E+12
Lake Scott,29-04-2019 22:08,25.75,4.95951E+12
Mezachester,25-03-2019 12:57,21.89,2.29483E+12
Brandonfort,02-05-2019 03:14,48.63,4.44358E+12
Lake Scott,26-03-2019 08:40,26.24,1.98031E+12
Veronicaberg,24-04-2019 19:16,49.45,5.87763E+12
Lewisland,25-01-2019 20:46,32.38,8.33223E+12
Lake Scott,07-05-2019 12:33,21.72,7.62606E+12
East Marymouth,03-04-2019 12:18,26.93,3.38403E+12
Sotoville,22-04-2019 01:33,46.5,7.08815E+12
North Richardhaven,03-03-2019 06:14,18.17,3.25203E+12
New Shannonberg,09-02-2019 04:01,37.52,3.10791E+12
New Raymond,01-05-2019 05:16,14.2,1.53509E+12
Brandonfort,02-01-2019 01:41,49.95,1.29847E+12
Lake Scott,03-01-2019 17:02,47.97,8.02488E+12
Nicolechester,02-05-2019 19:37,36.59,6.82145E+12
East Marymouth,01-05-2019 20:10,13.17,9.05267E+12
Myersshire,25-01-2019 05:27,35.65,3.45946E+12
Nicolechester,04-03-2019 03:06,27.67,1.79041E+12
Davidfurt,05-01-2019 13:42,31.48,1.95392E+12
Josephside,12-03-2019 19:25,29.47,1.69718E+12
Myersshire,02-01-2019 16:59,33.62,6.48972E+12
Sotoville,25-01-2019 06:31,24.13,7.37216E+12
Veronicaberg,02-02-2019 03:49,26.42,8.45679E+12
Josephside,18-01-2019 06:31,33.07,7.12966E+12
Rodriguezview,17-02-2019 14:10,22.76,2.75037E+12
Lewisland,08-04-2019 19:51,35.16,5.71557E+12
Sotoville,23-04-2019 20:31,34.87,99483095214
Davidfurt,17-01-2019 17:58,28.28,6.64786E+12
Mezachester,22-01-2019 00:59,40.67,1.9569E+12
Josephside,03-03-2019 19:43,17.39,1.28038E+12
Mezachester,18-03-2019 02:32,40.81,9.43115E+12
New Shannonberg,26-02-2019 12:23,16.39,1.10594E+12
East Marymouth,08-03-2019 04:55,43.79,1.70317E+12
South Brenda,19-01-2019 00:13,44.36,6.10819E+12
Colemanland,05-03-2019 04:33,13.39,8.89492E+12
New Shannonberg,03-05-2019 21:53,34.08,1.76783E+12
East Aaronbury,16-03-2019 11:15,20.59,6.15302E+12
East Aaronbury,27-01-2019 09:53,28.56,5.98108E+12
East Danielview,25-02-2019 03:54,26.33,5.13607E+11
Barronchester,31-03-2019 06:05,44.24,1.25289E+12
Mezachester,26-04-2019 03:30,30.75,3.18164E+12
South Teresa,02-04-2019 04:02,23.78,2.95848E+11
East Kentstad,24-03-2019 02:53,31.53,1.90726E+12
Brandonfort,19-03-2019 05:49,45.52,2.01086E+11
New Shannonberg,07-05-2019 07:08,20.52,8.3137E+12
Grayville,19-02-2019 19:52,19.52,9.23398E+12
South Teresa,28-03-2019 04:27,17.5,9.66511E+12
East Marymouth,12-03-2019 10:46,38.26,5.23767E+12
Lake Robertside,10-04-2019 03:39,34.14,9.36351E+12
Colemanland,02-03-2019 02:11,36.81,1.16924E+11
South Brenda,10-01-2019 00:17,47.52,3.06909E+12
Lewisland,28-01-2019 11:38,35.6,9.36825E+12
New Raymond,15-01-2019 12:51,47.01,3.56811E+12
North Richardhaven,01-01-2019 14:52,31.15,7.18858E+12
Josephside,17-04-2019 05:45,32.72,6.31791E+12
Nicolechester,05-04-2019 01:38,19.57,1.10947E+12
Veronicaberg,18-01-2019 10:33,33.04,4.34135E+12
Colemanland,20-02-2019 04:19,43.09,8.70031E+12
Lewishaven,20-04-2019 03:54,21.23,8.13952E+12
Mezachester,06-01-2019 02:08,39.83,8.42238E+12
Williamsonville,01-02-2019 17:54,38.9,1.24799E+12
Josephside,17-01-2019 18:16,35.68,4.97337E+12
New Olivia,17-04-2019 19:11,30.81,1.52129E+12
East Marymouth,27-01-2019 12:18,43.06,6.91138E+12
Lewishaven,27-04-2019 02:28,14.01,6.52498E+12
North Richardhaven,28-01-2019 23:31,21.85,3.77662E+12
New Raymond,08-03-2019 17:43,34.45,8.89571E+12
South Teresa,19-04-2019 07:57,17.27,6.6817E+12
Lake Ann,07-05-2019 20:40,24.89,7.35679E+12
West Kimmouth,13-01-2019 20:10,19.47,6.50488E+12
East Marymouth,12-04-2019 06:51,33.18,9.39326E+12
North Jeffrey,28-02-2019 08:46,31.14,6.7957E+12
Myersshire,26-01-2019 11:16,49.22,1.97393E+12
Williamsonville,17-01-2019 01:26,28.65,6.11493E+12
Victoriaport,20-01-2019 17:06,38.74,1.20114E+11
West Hannah,19-04-2019 21:55,24.58,2.15878E+12
Williamsonville,12-02-2019 17:54,26.49,8.22248E+12
Lake Omar,06-04-2019 20:29,40.55,8.96999E+12
East Marymouth,02-04-2019 01:04,20,9.37293E+12
Brandonfort,07-04-2019 00:42,35.76,2.96585E+12
Lake Ann,15-01-2019 19:40,28.15,3.60289E+12
Lake Robertside,23-01-2019 00:24,46.83,3.57454E+12
Brandonfort,06-02-2019 02:32,35.41,5.05322E+12
New Olivia,27-03-2019 01:37,34.65,7.34528E+12
Veronicaberg,08-01-2019 16:01,30.66,7.83873E+12
New Shannonberg,20-04-2019 03:18,41.85,5.50909E+12
Grayville,14-03-2019 23:10,25.12,3.75225E+12
South Teresa,12-03-2019 05:26,23.46,8.44457E+11
South Brenda,19-02-2019 12:50,29.37,6.76015E+11
Lewisland,07-01-2019 17:32,17.57,3.76661E+12
Lake Robertside,05-02-2019 03:17,21.45,3.67028E+12
West Hannah,18-02-2019 14:27,40.22,8.80634E+12
West Kimmouth,08-02-2019 21:11,27.93,6.52477E+11
East Marymouth,21-02-2019 19:36,41.21,2.45224E+12
Grayville,13-02-2019 06:07,48.59,4.96495E+12
New Olivia,05-03-2019 22:01,19.21,8.45979E+12
North Timothy,29-04-2019 23:10,29.39,6.60934E+12
East Kentstad,26-01-2019 04:48,39.19,9.30935E+12
East Danielview,19-04-2019 10:36,28.28,1.49456E+11
Veronicaberg,05-02-2019 20:42,46.91,3.27189E+12
West Hannah,06-02-2019 20:06,18.33,1.40449E+12
West Hannah,16-02-2019 20:00,20.35,7.96086E+12
Port Shane,17-03-2019 05:25,20.74,7.22872E+12
East Marymouth,06-03-2019 14:00,35.95,5.14728E+12
Veronicaberg,25-04-2019 18:21,24.51,6.52896E+12
Lewisland,25-01-2019 11:35,44.61,7.55798E+12
West Kimmouth,16-03-2019 18:10,35.36,6.75829E+12
North Timothy,20-04-2019 07:06,46.24,2.78545E+12
New Olivia,27-01-2019 12:15,46.97,3.2007E+12
West Hannah,25-03-2019 02:14,40.11,4.49637E+12
Lake Ann,24-01-2019 06:29,32.31,2.98517E+12
Myersshire,15-03-2019 08:22,15.71,2.81357E+12
New Raymond,28-02-2019 07:10,17.09,4.63337E+12
South Teresa,12-02-2019 02:44,33.19,7.57892E+11
North Timothy,22-01-2019 02:35,48.45,5.69683E+12
East Danielview,07-04-2019 06:31,18.98,6.29412E+12
Lake Scott,30-01-2019 02:27,48.78,1.36238E+12
Grayville,14-04-2019 21:00,49.85,9.37012E+12
South Teresa,25-03-2019 01:20,17.99,7.61376E+12
Lake Robertside,01-04-2019 03:17,28.07,1.6774E+12
Barronchester,02-03-2019 23:36,36.49,4.03157E+12
Nicolechester,02-05-2019 19:48,23.06,5.82838E+12
Lewishaven,15-01-2019 15:04,22.44,9.66134E+12
Lake Omar,26-02-2019 11:53,12.49,4.14493E+12
Victoriaport,23-01-2019 19:59,27.09,3.32811E+11
Williamsonville,19-03-2019 08:30,44.85,9.12022E+12
South Brenda,03-01-2019 21:29,19.99,5.34802E+12
New Olivia,25-01-2019 12:12,39.12,7.57471E+12
New Raymond,03-05-2019 08:35,13.36,8.61049E+12
West Kimmouth,06-02-2019 00:42,13.59,8.83791E+12
West Hannah,05-05-2019 07:51,36.08,1.86598E+12
East Aaronbury,19-04-2019 17:18,29.27,7.20171E+12
Lewisland,10-03-2019 02:11,40.27,6.28444E+12
North Timothy,14-01-2019 16:59,15.06,1.23675E+12
Rodriguezview,15-02-2019 10:47,45.4,5.20469E+11
North Jeffrey,07-03-2019 02:57,29.34,2.59227E+12
Josephside,22-02-2019 14:39,16.97,1.75796E+12
Grayville,03-01-2019 13:04,12.6,8.66343E+12
West Kimmouth,07-03-2019 22:30,29.43,7.6803E+12
Davidfurt,26-03-2019 04:20,28.69,5.1035E+12
South Brenda,16-01-2019 03:08,20.27,3.31823E+12
North Timothy,17-01-2019 20:12,40.87,1506044208
North Richardhaven,14-03-2019 00:49,13.09,5.41369E+12
New Raymond,17-03-2019 04:31,18.09,5.03486E+12
North Jeffrey,28-02-2019 05:55,46.4,7.54697E+12
Lake Scott,18-02-2019 01:12,38.47,1.40263E+12
Colemanland,01-01-2019 00:46,47.74,2.21591E+12
Lake Robertside,27-03-2019 08:12,29.07,2.04476E+12
West Hannah,27-01-2019 19:15,22.42,3.20438E+12
Bethanyland,11-02-2019 17:43,23.06,4.37474E+12
Bethanyland,03-05-2019 04:50,40.85,6.70064E+12
New Olivia,10-04-2019 06:25,30.41,7.89464E+12
North Timothy,25-02-2019 00:01,22.27,8.60443E+12
West Kimmouth,17-01-2019 09:19,24.22,8.37624E+12
Lewishaven,02-03-2019 07:48,33.22,8.10002E+11
Grayville,18-02-2019 10:30,12.55,9.99956E+11
East Marymouth,04-05-2019 23:18,39.07,4.4593E+12
Davidfurt,15-03-2019 05:02,48.34,2.4061E+12
Sotoville,01-01-2019 02:07,24.07,7.82743E+12
Mezachester,29-04-2019 16:20,28.43,7.2853E+12
Veronicaberg,20-01-2019 05:00,22.02,4.11034E+12
Lewishaven,02-01-2019 17:52,20.68,8.8438E+12
Josephside,19-03-2019 17:33,37.42,6.75844E+12
West Kimmouth,05-04-2019 11:36,28.07,3.8669E+12
New Raymond,06-03-2019 17:11,15.53,6.11832E+12
Barronchester,07-04-2019 14:43,21.95,9.35581E+12
South Teresa,24-02-2019 16:51,48.8,8.24317E+12
Lake Robertside,14-01-2019 19:24,21.46,2.93261E+12
Josephside,07-02-2019 20:52,15.98,6.78892E+12
West Hannah,17-02-2019 17:21,12.6,2.7285E+12
South Brenda,23-03-2019 02:01,40.53,2.61964E+12
Williamsonville,19-02-2019 07:48,22.23,1.78416E+12
New Raymond,07-01-2019 10:02,28.74,4.25285E+12
Brandonfort,11-01-2019 16:25,37.35,8.70194E+12
